Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1998Q3,0.027411574,1342.622956
High level industry groups,Construction,SG01RSC02B01B03,1998Q3,0.042166276,1602.331166
High level industry groups,Wholesale trade,SG01RSC02B01C01,1998Q3,0.056469471,1879.785877
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1998Q3,0.063633937,2114.517954
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1998Q3,0.046900281,1521.021278
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1998Q3,0.042516138,785.905099
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1998Q3,0.042156859,1726.366219
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1998Q3,0.133881176,4295.893584
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1998Q3,0.082710856,3101.03432
High level industry groups,Public administration and safety,SG01RSC02B01C08,1998Q3,0.039916111,1382.942628
High level industry groups,Education and training,SG01RSC02B01C09,1998Q3,0.042460143,1921.675481
